analytic_distribution,analytic_precision,distribution_analytic_account_ids,order_id,sequence,company_id,currency_id,order_partner_id,salesman_id,state,tax_country_id,display_type,is_configurable_product,is_downpayment,is_expense,product_id,product_template_id,product_uom_category_id,product_template_attribute_value_ids,product_custom_attribute_value_ids,product_no_variant_attribute_value_ids,is_product_archived,name,product_uom_qty,product_uom,linked_line_id,linked_line_ids,virtual_id,linked_virtual_id,selected_combo_items,combo_item_id,tax_id,pricelist_item_id,price_unit,technical_price_unit,discount,price_subtotal,price_tax,price_total,price_reduce_taxexcl,price_reduce_taxinc,product_packaging_id,product_packaging_qty,customer_lead,qty_delivered_method,qty_delivered,qty_invoiced,qty_invoiced_posted,qty_to_invoice,analytic_line_ids,invoice_lines,invoice_status,untaxed_amount_invoiced,amount_invoiced,untaxed_amount_to_invoice,amount_to_invoice,product_type,service_tracking,product_updatable,product_uom_readonly,tax_calculation_rounding_method,company_price_include,id,display_name,create_uid,create_date,write_uid,write_date,is_delivery,product_qty,recompute_delivery_price,sale_order_option_ids,purchase_line_ids,purchase_line_count,is_rental,qty_returned,start_date,return_date,reservation_begin,is_product_rentable,route_id,move_ids,virtual_available_at_date,scheduled_date,forecast_expected_date,free_qty_today,qty_available_today,warehouse_id,qty_to_deliver,is_mto,display_qty_widget,is_storable,event_id,event_ticket_id,registration_ids,pos_order_line_ids,available_product_document_ids,product_document_ids,is_service,tracking,reserved_lot_ids,pickedup_lot_ids,returned_lot_ids,unavailable_lot_ids,available_reserved_lots,recurring_invoice,recurring_monthly,parent_line_id,last_invoiced_date,pricelist_id,subscription_start_date,subscription_end_date,next_invoice_date,product_template_variant_value_ids,subscription_plan_id,name_short,shop_warning,amazon_item_ref,amazon_offer_id,planning_slot_ids,planning_hours_planned,planning_hours_to_plan,project_id,task_id,reached_milestones_ids,calendar_booking_ids,calendar_event_id,remaining_hours_available,remaining_hours,has_displayed_warning_upsell,timesheet_ids,delivered_price_subtotal,delivered_price_tax,delivered_price_total,fsm_lot_id
{'27': 100},2,[27],"[63, 'S00063']",2,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[205, 'Plumbing Services']","[183, 'Plumbing Services']","[3, 'Working Time']",[],[],[],False,Plumbing Services,12.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",500.0,500.0,0.0,6000.0,900.0,6900.0,500.0,575.0,False,0.0,0.0,manual,10.0,0.0,0.0,12.0,[],[],to invoice,0.0,0.0,6000.0,6900.0,service,task_global_project,False,True,round_per_line,tax_excluded,106,S00063 - Plumbing Services (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:11:04,"[1, 'OdooBot']",2025-03-10 17:11:41,False,12.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",2.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Plumbing Services,False,False,False,[],0.0,12.0,False,"[90, 'S00063 - Plumbing Services']",[],[],False,True,2.0,False,[],5000.0,750.0,5750.0,False
{'27': 100},2,[27],"[62, 'S00062']",1,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[206, 'Wiring Services']","[184, 'Wiring Services']","[3, 'Working Time']",[],[],[],False,Wiring Services,5.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",1500.0,1500.0,0.0,7500.0,1125.0,8625.0,1500.0,1725.0,False,0.0,0.0,manual,0.0,0.0,0.0,5.0,[],[],to invoice,0.0,0.0,7500.0,8625.0,service,task_global_project,False,True,round_per_line,tax_excluded,101,S00062 - Wiring Services (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:11:04,"[1, 'OdooBot']",2025-03-10 17:11:41,False,5.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",5.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Wiring Services,False,False,False,[],0.0,5.0,False,"[86, 'S00062 - Wiring Services']",[],[],False,True,5.0,False,[],0.0,0.0,0.0,False
{'27': 100},2,[27],"[62, 'S00062']",2,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[207, 'Screw Driver']","[185, 'Screw Driver']","[1, 'Unit']",[],[],[],False,Screw Driver,50.0,"[1, 'Units']",False,[],False,False,False,False,[1],"[4, 'All Products']",150.0,150.0,0.0,7500.0,1125.0,8625.0,150.0,172.5,False,0.0,0.0,stock_move,0.0,0.0,0.0,50.0,[],[],to invoice,0.0,0.0,7500.0,8625.0,consu,no,False,True,round_per_line,tax_excluded,102,S00062 - Screw Driver (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:11:04,"[1, 'OdooBot']",2025-03-10 17:11:41,False,50.0,False,[],[],0,False,0.0,False,False,False,False,False,[117],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",50.0,False,False,False,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Screw Driver,False,False,False,[],0.0,50.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[61, 'S00061']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[198, 'IT Technical Maintenance (Plan services)']","[176, 'IT Technical Maintenance (Plan services)']","[3, 'Working Time']",[],[],[],False,IT Technical Maintenance (Plan services),30.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",275.0,275.0,0.0,8250.0,1237.5,9487.5,275.0,316.25,False,0.0,0.0,manual,0.0,0.0,0.0,30.0,[],[],to invoice,0.0,0.0,8250.0,9487.5,service,no,False,True,round_per_line,tax_excluded,99,S00061 - IT Technical Maintenance (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,30.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",30.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,IT Technical Maintenance (Plan services),False,False,False,[374],0.0,30.0,False,False,[],[],False,True,30.0,False,[],0.0,0.0,0.0,False
False,2,[],"[61, 'S00061']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[199, 'Developer (Plan services)']","[177, 'Developer (Plan services)']","[3, 'Working Time']",[],[],[],False,Developer (Plan services),10.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",400.0,400.0,0.0,4000.0,600.0,4600.0,400.0,460.0,False,0.0,0.0,manual,0.0,0.0,0.0,10.0,[],[],to invoice,0.0,0.0,4000.0,4600.0,service,no,False,True,round_per_line,tax_excluded,100,S00061 - Developer (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,10.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",10.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Developer (Plan services),False,False,False,[375],0.0,10.0,False,False,[],[],False,True,10.0,False,[],0.0,0.0,0.0,False
False,2,[],"[60, 'S00060']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[198, 'IT Technical Maintenance (Plan services)']","[176, 'IT Technical Maintenance (Plan services)']","[3, 'Working Time']",[],[],[],False,IT Technical Maintenance (Plan services),24.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",120.5,120.5,0.0,2892.0,433.8000000000002,3325.8,120.5,138.58,False,0.0,0.0,manual,0.0,0.0,0.0,24.0,[],[],to invoice,0.0,0.0,2892.0,3325.8,service,no,False,True,round_per_line,tax_excluded,97,S00060 - IT Technical Maintenance (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,24.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",24.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,IT Technical Maintenance (Plan services),False,False,False,"[372, 418, 417, 412, 411, 406, 386, 384]",21.0,24.0,False,False,[],[],False,True,24.0,False,[],0.0,0.0,0.0,False
False,2,[],"[60, 'S00060']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[199, 'Developer (Plan services)']","[177, 'Developer (Plan services)']","[3, 'Working Time']",[],[],[],False,Developer (Plan services),120.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",40.5,40.5,0.0,4860.0,729.0,5589.0,40.5,46.58,False,0.0,0.0,manual,0.0,0.0,0.0,120.0,[],[],to invoice,0.0,0.0,4860.0,5589.0,service,no,False,True,round_per_line,tax_excluded,98,S00060 - Developer (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,120.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",120.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Developer (Plan services),False,False,False,[373],0.0,120.0,False,False,[],[],False,True,120.0,False,[],0.0,0.0,0.0,False
False,2,[],"[59, 'S00059']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[198, 'IT Technical Maintenance (Plan services)']","[176, 'IT Technical Maintenance (Plan services)']","[3, 'Working Time']",[],[],[],False,IT Technical Maintenance (Plan services),42.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",275.0,275.0,0.0,11550.0,1732.5,13282.5,275.0,316.25,False,0.0,0.0,manual,0.0,0.0,0.0,42.0,[],[],to invoice,0.0,0.0,11550.0,13282.5,service,no,False,True,round_per_line,tax_excluded,95,S00059 - IT Technical Maintenance (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,42.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",42.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,IT Technical Maintenance (Plan services),False,False,False,"[370, 422, 421, 416, 415, 410, 409, 388, 385]",24.0,42.0,False,False,[],[],False,True,42.0,False,[],0.0,0.0,0.0,False
False,2,[],"[59, 'S00059']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[199, 'Developer (Plan services)']","[177, 'Developer (Plan services)']","[3, 'Working Time']",[],[],[],False,Developer (Plan services),60.0,"[4, 'Hours']",False,[],False,False,False,False,[1],"[4, 'All Products']",100.0,100.0,0.0,6000.0,900.0,6900.0,100.0,115.0,False,0.0,0.0,manual,0.0,0.0,0.0,60.0,[],[],to invoice,0.0,0.0,6000.0,6900.0,service,no,False,True,round_per_line,tax_excluded,96,S00059 - Developer (Plan services) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:11:02,"[1, 'OdooBot']",2025-03-10 17:11:41,False,60.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",60.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Developer (Plan services),False,False,False,"[371, 420, 419, 414, 413, 408, 407, 387]",21.0,60.0,False,False,[],[],False,True,60.0,False,[],0.0,0.0,0.0,False
False,2,[],"[52, 'S00052']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",draft,"[233, 'United States']",False,True,False,False,"[23, '[E-COM12] Conference Chair (Steel)']","[16, 'Conference Chair']","[1, 'Unit']",[5],[],[],False,[E-COM12] Conference Chair (Steel),2.0,"[1, 'Units']",False,[],False,False,False,False,[1],"[4, 'All Products']",33.0,33.0,0.0,66.0,9.900000000000006,75.9,33.0,37.95,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,False,round_per_line,tax_excluded,88,S00052 - [E-COM12] Conference Chair (Steel) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:10:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,2.0,False,[],[],0,False,0.0,False,False,False,False,False,[],26.0,2025-03-24 11:20:05,False,26.0,26.0,"[1, 'YourCompany']",2.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[5],False,Conference Chair (Steel),False,False,False,[],0.0,0.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[50, 'S00050']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[19, '[E-COM09] Large Desk']","[13, '[E-COM09] Large Desk']","[1, 'Unit']",[],[],[],False,[E-COM09] Large Desk,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,1799.0,1799.0,0.0,1799.0,269.8499999999999,2068.85,1799.0,2068.85,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,85,S00050 - [E-COM09] Large Desk (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:10:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[114],0.0,2025-03-10 17:10:23,False,-1.0,0.0,"[1, 'YourCompany']",1.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Large Desk,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[55, 'S00055']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[27, '[FURN_8900] Drawer Black']","[19, '[FURN_8900] Drawer Black']","[1, 'Unit']",[],[],[],False,[FURN_8900] Drawer Black,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],"[4, 'All Products']",25.0,25.0,0.0,25.0,3.75,28.75,25.0,28.75,False,0.0,0.0,stock_move,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,25.0,28.75,consu,no,False,True,round_per_line,tax_excluded,91,S00055 - [FURN_8900] Drawer Black (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:10:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[116],0.0,2025-03-10 17:10:23,False,-1.0,0.0,"[1, 'YourCompany']",1.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,"[2, 'Benelux (USD)']",False,False,False,[],False,Drawer Black,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[42, 'S00042']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[8, 'YourCompany, Joel Willis']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[175, 'Office Cleaning Service (SUB)']","[155, 'Office Cleaning Service (SUB)']","[1, 'Unit']",[],[],[],False,Office Cleaning Service (SUB),3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,20.0,20.0,0.0,60.0,9.0,69.0,20.0,23.0,False,0.0,0.0,manual,0.0,0.0,0.0,3.0,[],[],to invoice,0.0,0.0,60.0,69.0,service,no,True,True,round_per_line,tax_excluded,77,S00042 - Office Cleaning Service (SUB) (Joel Willis),"[1, 'OdooBot']",2025-03-10 17:10:09,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",3.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,True,60.0,False,False,False,2025-03-10,2025-03-10,2025-03-10,[],"[1, 'Monthly']",Office Cleaning Service (SUB),False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[41, 'S00041']",-99,"[1, 'My Company (San Francisco)']","[1, 'USD']","[8, 'YourCompany, Joel Willis']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[175, 'Office Cleaning Service (SUB)']","[155, 'Office Cleaning Service (SUB)']","[1, 'Unit']",[],[],[],False,Office Cleaning Service (SUB),2.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,90.0,90.0,0.0,180.0,27.0,207.0,90.0,103.5,False,0.0,0.0,manual,0.0,0.0,0.0,2.0,[],[],to invoice,0.0,0.0,180.0,17.25,service,no,True,True,round_per_line,tax_excluded,76,S00041 - Office Cleaning Service (SUB) (Joel Willis),"[1, 'OdooBot']",2025-03-10 17:10:09,"[1, 'OdooBot']",2025-03-10 17:11:41,False,2.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",2.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,True,15.0,False,False,False,2025-03-10,2031-03-09,2025-03-10,[],"[2, 'Yearly']",Office Cleaning Service (SUB),False,False,False,[],0.0,2.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[40, 'S00040']",-99,"[1, 'My Company (San Francisco)']","[1, 'USD']","[8, 'YourCompany, Joel Willis']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[175, 'Office Cleaning Service (SUB)']","[155, 'Office Cleaning Service (SUB)']","[1, 'Unit']",[],[],[],False,Office Cleaning Service (SUB),1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,10.0,10.0,0.0,10.0,1.5,11.5,10.0,11.5,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,10.0,11.5,service,no,True,True,round_per_line,tax_excluded,73,S00040 - Office Cleaning Service (SUB) (Joel Willis),"[1, 'OdooBot']",2025-03-10 17:10:09,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,True,10.0,False,False,False,2025-03-10,2031-03-09,2025-03-10,[],"[1, 'Monthly']",Office Cleaning Service (SUB),False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[40, 'S00040']",-1,"[1, 'My Company (San Francisco)']","[1, 'USD']","[8, 'YourCompany, Joel Willis']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[176, 'Car Leasing (SUB)']","[156, 'Car Leasing (SUB)']","[1, 'Unit']",[],[],[],False,Car Leasing (SUB),3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,20.0,20.0,0.0,60.0,9.0,69.0,20.0,23.0,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,69.0,service,no,True,True,round_per_line,tax_excluded,75,S00040 - Car Leasing (SUB) (Joel Willis),"[1, 'OdooBot']",2025-03-10 17:10:09,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",3.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,True,60.0,False,False,False,2025-03-10,2031-03-09,2025-03-10,[],"[1, 'Monthly']",Car Leasing (SUB),False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[40, 'S00040']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[8, 'YourCompany, Joel Willis']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[174, 'Registration fee']","[154, 'Registration fee']","[1, 'Unit']",[],[],[],False,Registration fee,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,25.0,25.0,0.0,25.0,3.75,28.75,25.0,28.75,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,25.0,28.75,service,no,False,True,round_per_line,tax_excluded,74,S00040 - Registration fee (Joel Willis),"[1, 'OdooBot']",2025-03-10 17:10:09,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,False,False,[],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,False,2025-03-10,2031-03-09,2025-03-10,[],"[1, 'Monthly']",Registration fee,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[39, 'S00039']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[171, '[RENT003] Printer']","[151, '[RENT003] Printer']","[1, 'Unit']",[],[],[],False,"[RENT003] Printer
03/11/2025 18:10:09 to 03/15/2025 18:10:09",3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,100.0,100.0,0.0,300.0,45.0,345.0,100.0,115.0,False,0.0,0.0,manual,0.0,0.0,0.0,3.0,[],[],to invoice,0.0,0.0,300.0,345.0,consu,no,True,True,round_per_line,tax_excluded,71,S00039 - [RENT003] Printer (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:10:08,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,True,0.0,2025-03-11 17:10:09,2025-03-15 17:10:09,2025-03-11 17:07:09,True,False,[],3.0,2025-03-24 11:20:05,False,3.0,0.0,"[1, 'YourCompany']",3.0,False,False,True,False,False,[],[],[],[],False,serial,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Printer,False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[39, 'S00039']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[171, '[RENT003] Printer']","[151, '[RENT003] Printer']","[1, 'Unit']",[],[],[],False,"[RENT003] Printer
03/11/2025 18:10:09 to 03/15/2025 18:10:09",2.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,150.0,150.0,0.0,300.0,45.0,345.0,150.0,172.5,False,0.0,0.0,manual,0.0,0.0,0.0,2.0,[],[],to invoice,0.0,0.0,300.0,345.0,consu,no,True,True,round_per_line,tax_excluded,72,S00039 - [RENT003] Printer (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:10:08,"[1, 'OdooBot']",2025-03-10 17:11:41,False,2.0,False,[],[],0,True,0.0,2025-03-11 17:10:09,2025-03-15 17:10:09,2025-03-11 17:07:09,True,False,[],3.0,2025-03-24 11:20:05,False,3.0,0.0,"[1, 'YourCompany']",2.0,False,False,True,False,False,[],[],[],[],False,serial,"[21, 22]",[],[],"[21, 22]",True,False,0.0,False,False,False,False,False,False,[],False,Printer,False,False,False,[],0.0,2.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[38, 'S00038']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[1, 'OdooBot']",draft,"[233, 'United States']",False,False,False,False,"[25, '[FURN_0269] Office Chair Black']","[17, '[FURN_0269] Office Chair Black']","[1, 'Unit']",[],[],[],False,[FURN_0269] Office Chair Black,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,12.5,12.5,0.0,12.5,1.8800000000000008,14.38,12.5,14.38,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,False,round_per_line,tax_excluded,70,S00038 - [FURN_0269] Office Chair Black (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:09:41,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],7.0,2025-03-24 11:20:05,False,7.0,10.0,"[1, 'YourCompany']",1.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Office Chair Black,False,False,False,[],0.0,0.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[37, 'S00037']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[14, 'The Jackson Group']","[1, 'OdooBot']",draft,"[233, 'United States']",False,False,False,False,"[21, '[E-COM11] Cabinet with Doors']","[15, '[E-COM11] Cabinet with Doors']","[1, 'Unit']",[],[],[],False,[E-COM11] Cabinet with Doors,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,14.0,14.0,0.0,14.0,2.1000000000000014,16.1,14.0,16.1,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,False,round_per_line,tax_excluded,69,S00037 - [E-COM11] Cabinet with Doors (The Jackson Group),"[1, 'OdooBot']",2025-03-10 17:09:41,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],138.0,2025-03-24 11:20:05,False,18.0,33.0,"[1, 'YourCompany']",1.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Cabinet with Doors,False,False,False,[],0.0,0.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
